"","Description","Value","Replicate.Name","Retention.Time","Area","Area.with.QC","Precursor.Ion.Name","Background","Height","Mass.Error.PPM","all.Flags","RT.Flag","blank.Flag","height.min.Flag","overloaded.Flag","area.min.Flag","SN.Flag"
"4732",NA,NA,"180205_Smp_L1C32DCMless10m_C",3.92,61449,61449,"Lipoic acid",0,54061,0.4,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4733",NA,NA,"180205_Smp_L1C32DCMless20m_A",7.61,42876,42876,"Lipoic acid",0,29429,1.7,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4734",NA,NA,"180205_Smp_L1C32DCMless20m_B",NA,NA,NA,"Lipoic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4735",NA,NA,"180205_Smp_L1C32DCMless20m_C",NA,NA,NA,"Lipoic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4736",NA,NA,"180205_Smp_L1C33DCM_A",0.73,64677,64677,"Lipoic acid",0,57343,3.3,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4737",NA,NA,"180205_Smp_L1C33DCM_B",0.07,47052,47052,"Lipoic acid",0,30508,3.8,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4738",NA,NA,"180205_Smp_L1C33DCM_C",NA,NA,NA,"Lipoic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4739",NA,NA,"180205_Smp_L1C33DCMplus10m_A",0.09,157193,157193,"Lipoic acid",0,80510,2.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4740",NA,NA,"180205_Smp_L1C33DCMplus10m_B",18.62,57127,57127,"Lipoic acid",0,54170,0.3,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4741",NA,NA,"180205_Smp_L1C33DCMplus10m_C",6.13,42990,42990,"Lipoic acid",0,35596,-1.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4742",NA,NA,"180205_Smp_L1C33DCMplus20m_A",0.09,59184,59184,"Lipoic acid",0,32500,1.5,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4743",NA,NA,"180205_Smp_L1C33DCMplus20m_B",12.27,42588,42588,"Lipoic acid",0,46276,2.9,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4744",NA,NA,"180205_Smp_L1C33DCMplus20m_C",NA,NA,NA,"Lipoic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4745",NA,NA,"180205_Smp_L2C1DCMless10m_A",0.09,113530,113530,"Lipoic acid",0,62776,6.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4746",NA,NA,"180205_Smp_L2C1DCMless10m_B",6.9,50941,50941,"Lipoic acid",0,52680,-0.4,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4747",NA,NA,"180205_Smp_L2C1DCMless10m_C",NA,NA,NA,"Lipoic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4748",NA,NA,"180205_Smp_L2C1DCMless20m_A",0.09,29595,29595,"Lipoic acid",0,21446,1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4749",NA,NA,"180205_Smp_L2C1DCMless20m_B",18.68,44456,44456,"Lipoic acid",0,46425,0.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4750",NA,NA,"180205_Smp_L2C1DCMless20m_C",11.69,36807,36807,"Lipoic acid",0,22350,1.8,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4751",NA,NA,"180205_Smp_L2C2DCM_A",1.02,42285,42285,"Lipoic acid",0,28159,2.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4752",NA,NA,"180205_Smp_L2C2DCM_B",10.83,8842,8842,"Lipoic acid",0,5890,0.2,"RT.Flag, blank.Flag","RT.Flag","blank.Flag",NA,NA,NA,NA
"4753",NA,NA,"180205_Smp_L2C2DCM_C",11.11,11135,11135,"Lipoic acid",0,7685,-1,"RT.Flag, blank.Flag","RT.Flag","blank.Flag",NA,NA,NA,NA
"4754",NA,NA,"180205_Smp_L2C2DCMplus10m_A",17.14,67158,67158,"Lipoic acid",0,65724,-2.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4755",NA,NA,"180205_Smp_L2C2DCMplus10m_B",0.21,187097,187097,"Lipoic acid",0,48218,2.6,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4756",NA,NA,"180205_Smp_L2C2DCMplus10m_C",0.11,105713,105713,"Lipoic acid",0,76962,1.8,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4757",NA,NA,"180205_Smp_L2C2DCMplus20m_A",18.96,45272,45272,"Lipoic acid",0,42463,-4.9,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4758",NA,NA,"180205_Smp_L2C2DCMplus20m_B",0.09,3494,3494,"Lipoic acid",0,2896,0.4,"RT.Flag, blank.Flag","RT.Flag","blank.Flag",NA,NA,NA,NA
"4759",NA,NA,"180205_Smp_L2C2DCMplus20m_C",10.07,11436,11436,"Lipoic acid",0,6925,2.5,"RT.Flag, blank.Flag","RT.Flag","blank.Flag",NA,NA,NA,NA
"4760",NA,NA,"180205_Std_4uMStdsInH2O_1",7.89,170946624,170946624,"L-Pyroglutamic acid ",1510996,10001677,-3.4,NA,NA,NA,NA,NA,NA,NA
"4761",NA,NA,"180205_Std_4uMStdsInH2O_2",7.3,168901424,168901424,"L-Pyroglutamic acid ",0,7037474,-3.9,NA,NA,NA,NA,NA,NA,NA
"4762",NA,NA,"180205_Std_4uMStdsInMatrix_1",7.9,155851488,155851488,"L-Pyroglutamic acid ",0,4858535,-3.2,NA,NA,NA,NA,NA,NA,NA
"4763",NA,NA,"180205_Std_4uMStdsInMatrix_2",7.34,162119840,162119840,"L-Pyroglutamic acid ",0,4944280,-3.6,NA,NA,NA,NA,NA,NA,NA
"4764",NA,NA,"180205_Blk_MQBlk_1",7.88,14544815,14544815,"L-Pyroglutamic acid ",0,738329,-3,NA,NA,NA,NA,NA,NA,NA
"4765",NA,NA,"180205_Blk_MQBlk_2",7.8,2655396,2655396,"L-Pyroglutamic acid ",0,129401,-3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4766",NA,NA,"180205_Blk_MQBlk_3",7.65,22512556,22512556,"L-Pyroglutamic acid ",0,1148642,-3.3,NA,NA,NA,NA,NA,NA,NA
"4767",NA,NA,"180205_Blk_SWBlk_1",7.93,582333,582333,"L-Pyroglutamic acid ",0,83659,-1.6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4768",NA,NA,"180205_Blk_SWBlk_2",7.65,640549,640549,"L-Pyroglutamic acid ",0,65562,-1.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4769",NA,NA,"180205_Blk_SWBlk_3",7.6,2166020,2166020,"L-Pyroglutamic acid ",0,184260,-3.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4770",NA,NA,"180205_Poo_Sept29QC_1",7.82,23994538,23994538,"L-Pyroglutamic acid ",394072,625453,-3.2,NA,NA,NA,NA,NA,NA,NA
"4771",NA,NA,"180205_Poo_Sept29QC_2",7.8,13100619,13100619,"L-Pyroglutamic acid ",0,284290,-3.3,NA,NA,NA,NA,NA,NA,NA
"4772",NA,NA,"180205_Poo_Sept29QC_3",7.63,15696074,15696074,"L-Pyroglutamic acid ",0,377507,-3.2,NA,NA,NA,NA,NA,NA,NA
"4773",NA,NA,"180205_Poo_Sept29QC_4",7.75,14026047,14026047,"L-Pyroglutamic acid ",0,354600,-3.4,NA,NA,NA,NA,NA,NA,NA
"4774",NA,NA,"180205_Poo_TruePoo_Full1",7.91,24910648,24910648,"L-Pyroglutamic acid ",0,825872,-3.2,NA,NA,NA,NA,NA,NA,NA
"4775",NA,NA,"180205_Poo_TruePoo_Full2",7.83,15293254,15293254,"L-Pyroglutamic acid ",0,454035,-3.1,NA,NA,NA,NA,NA,NA,NA
"4776",NA,NA,"180205_Poo_TruePoo_Full3",7.43,22926394,22926394,"L-Pyroglutamic acid ",0,843044,-4,NA,NA,NA,NA,NA,NA,NA
"4777",NA,NA,"180205_Poo_TruePoo_Half1",7.93,15672631,15672631,"L-Pyroglutamic acid ",0,482679,-2.9,NA,NA,NA,NA,NA,NA,NA
"4778",NA,NA,"180205_Poo_TruePoo_Half2",7.87,8724675,8724675,"L-Pyroglutamic acid ",0,311650,-3.2,NA,NA,NA,NA,NA,NA,NA
"4779",NA,NA,"180205_Poo_TruePoo_Half3",7.63,10100027,10100027,"L-Pyroglutamic acid ",0,426072,-3.3,NA,NA,NA,NA,NA,NA,NA
"4780",NA,NA,"180205_Smp_L1C32DCMless10m_A",7.91,22890864,22890864,"L-Pyroglutamic acid ",0,695845,-3,NA,NA,NA,NA,NA,NA,NA
"4781",NA,NA,"180205_Smp_L1C32DCMless10m_B",7.76,14624602,14624602,"L-Pyroglutamic acid ",4596457,613421,-3.1,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"4782",NA,NA,"180205_Smp_L1C32DCMless10m_C",7.43,27194996,27194996,"L-Pyroglutamic acid ",0,884778,-3.6,NA,NA,NA,NA,NA,NA,NA
"4783",NA,NA,"180205_Smp_L1C32DCMless20m_A",7.9,19489292,19489292,"L-Pyroglutamic acid ",0,521717,-2.9,NA,NA,NA,NA,NA,NA,NA
"4784",NA,NA,"180205_Smp_L1C32DCMless20m_B",7.66,24669550,24669550,"L-Pyroglutamic acid ",0,653689,-3.3,NA,NA,NA,NA,NA,NA,NA
"4785",NA,NA,"180205_Smp_L1C32DCMless20m_C",7.42,42060072,42060072,"L-Pyroglutamic acid ",2435090,1489062,-3.7,NA,NA,NA,NA,NA,NA,NA
"4786",NA,NA,"180205_Smp_L1C33DCM_A",7.88,18126856,18126856,"L-Pyroglutamic acid ",0,484069,-3.2,NA,NA,NA,NA,NA,NA,NA
"4787",NA,NA,"180205_Smp_L1C33DCM_B",7.78,26288244,26288244,"L-Pyroglutamic acid ",0,751586,-3.1,NA,NA,NA,NA,NA,NA,NA
"4788",NA,NA,"180205_Smp_L1C33DCM_C",7.71,21904310,21904310,"L-Pyroglutamic acid ",0,590928,-4,NA,NA,NA,NA,NA,NA,NA
"4789",NA,NA,"180205_Smp_L1C33DCMplus10m_A",8.23,34227004,34227004,"L-Pyroglutamic acid ",0,959280,-3.1,NA,NA,NA,NA,NA,NA,NA
"4790",NA,NA,"180205_Smp_L1C33DCMplus10m_B",7.63,24010058,24010058,"L-Pyroglutamic acid ",3581697,832153,-3.3,NA,NA,NA,NA,NA,NA,NA
"4791",NA,NA,"180205_Smp_L1C33DCMplus10m_C",7.45,25857680,25857680,"L-Pyroglutamic acid ",0,894858,-3.4,NA,NA,NA,NA,NA,NA,NA
"4792",NA,NA,"180205_Smp_L1C33DCMplus20m_A",7.86,15664530,15664530,"L-Pyroglutamic acid ",0,425260,-2.9,NA,NA,NA,NA,NA,NA,NA
"4793",NA,NA,"180205_Smp_L1C33DCMplus20m_B",7.66,11073587,11073587,"L-Pyroglutamic acid ",0,327195,-3,NA,NA,NA,NA,NA,NA,NA
"4794",NA,NA,"180205_Smp_L1C33DCMplus20m_C",7.51,9715200,9715200,"L-Pyroglutamic acid ",4211081,462010,-3.5,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"4795",NA,NA,"180205_Smp_L2C1DCMless10m_A",7.86,13405062,13405062,"L-Pyroglutamic acid ",0,345456,-2.5,NA,NA,NA,NA,NA,NA,NA
"4796",NA,NA,"180205_Smp_L2C1DCMless10m_B",7.83,10276344,10276344,"L-Pyroglutamic acid ",0,359370,-3.3,NA,NA,NA,NA,NA,NA,NA
"4797",NA,NA,"180205_Smp_L2C1DCMless10m_C",7.34,14952309,14952309,"L-Pyroglutamic acid ",0,569347,-3.4,NA,NA,NA,NA,NA,NA,NA
"4798",NA,NA,"180205_Smp_L2C1DCMless20m_A",7.82,33805812,33805812,"L-Pyroglutamic acid ",0,1024554,-3.1,NA,NA,NA,NA,NA,NA,NA
"4799",NA,NA,"180205_Smp_L2C1DCMless20m_B",7.74,12490587,12490587,"L-Pyroglutamic acid ",0,362216,-3,NA,NA,NA,NA,NA,NA,NA
"4800",NA,NA,"180205_Smp_L2C1DCMless20m_C",7.56,11071038,11071038,"L-Pyroglutamic acid ",0,333214,-3.3,NA,NA,NA,NA,NA,NA,NA
"4801",NA,NA,"180205_Smp_L2C2DCM_A",7.89,13587875,13587875,"L-Pyroglutamic acid ",0,395423,-3.2,NA,NA,NA,NA,NA,NA,NA
"4802",NA,NA,"180205_Smp_L2C2DCM_B",7.66,21411204,21411204,"L-Pyroglutamic acid ",0,591457,-3.3,NA,NA,NA,NA,NA,NA,NA
"4803",NA,NA,"180205_Smp_L2C2DCM_C",7.46,12786991,12786991,"L-Pyroglutamic acid ",3026365,535204,-3.4,NA,NA,NA,NA,NA,NA,NA
"4804",NA,NA,"180205_Smp_L2C2DCMplus10m_A",7.96,15372383,15372383,"L-Pyroglutamic acid ",0,503470,-3.1,NA,NA,NA,NA,NA,NA,NA
"4805",NA,NA,"180205_Smp_L2C2DCMplus10m_B",7.79,13043732,13043732,"L-Pyroglutamic acid ",0,363932,-3,NA,NA,NA,NA,NA,NA,NA
"4806",NA,NA,"180205_Smp_L2C2DCMplus10m_C",7.34,12870343,12870343,"L-Pyroglutamic acid ",0,460723,-3.5,NA,NA,NA,NA,NA,NA,NA
"4807",NA,NA,"180205_Smp_L2C2DCMplus20m_A",7.83,25345182,25345182,"L-Pyroglutamic acid ",0,789387,-3.1,NA,NA,NA,NA,NA,NA,NA
"4808",NA,NA,"180205_Smp_L2C2DCMplus20m_B",7.65,8589107,8589107,"L-Pyroglutamic acid ",0,286281,-2.9,NA,NA,NA,NA,NA,NA,NA
"4809",NA,NA,"180205_Smp_L2C2DCMplus20m_C",7.33,10374741,10374741,"L-Pyroglutamic acid ",96487,392038,-3.7,NA,NA,NA,NA,NA,NA,NA
"4810",NA,NA,"180205_Std_4uMStdsInH2O_1",13.57,191357504,191357504,"Malic acid",5899341,12356995,-3.3,NA,NA,NA,NA,NA,NA,NA
"4811",NA,NA,"180205_Std_4uMStdsInH2O_2",13.69,57440740,57440740,"Malic acid",0,2379456,-3.5,NA,NA,NA,NA,NA,NA,NA
"4812",NA,NA,"180205_Std_4uMStdsInMatrix_1",13.55,199533024,199533024,"Malic acid",4406010,11971491,-3,NA,NA,NA,NA,NA,NA,NA
"4813",NA,NA,"180205_Std_4uMStdsInMatrix_2",13.85,52748112,52748112,"Malic acid",0,2007537,-3.5,NA,NA,NA,NA,NA,NA,NA
"4814",NA,NA,"180205_Blk_MQBlk_1",13.59,9598225,9598225,"Malic acid",0,481894,-2.9,NA,NA,NA,NA,NA,NA,NA
"4815",NA,NA,"180205_Blk_MQBlk_2",13.94,2213396,2213396,"Malic acid",0,126078,-2.6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4816",NA,NA,"180205_Blk_MQBlk_3",13.81,613166,613166,"Malic acid",0,74607,-3.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4817",NA,NA,"180205_Blk_SWBlk_1",14.11,3492928,3492928,"Malic acid",0,148729,-2.6,NA,NA,NA,NA,NA,NA,NA
"4818",NA,NA,"180205_Blk_SWBlk_2",14.03,1286782,1286782,"Malic acid",595434,91887,-2.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4819",NA,NA,"180205_Blk_SWBlk_3",13.92,1044978,1044978,"Malic acid",0,124999,-2.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4820",NA,NA,"180205_Poo_Sept29QC_1",13.68,20892124,20892124,"Malic acid",0,1172579,-3,NA,NA,NA,NA,NA,NA,NA
"4821",NA,NA,"180205_Poo_Sept29QC_2",14.07,2504527,2504527,"Malic acid",0,153902,-2.8,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4822",NA,NA,"180205_Poo_Sept29QC_3",14.01,3771999,3771999,"Malic acid",0,164599,-3.1,NA,NA,NA,NA,NA,NA,NA
"4823",NA,NA,"180205_Poo_Sept29QC_4",14.12,2709224,2709224,"Malic acid",0,140612,-2.8,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4824",NA,NA,"180205_Poo_TruePoo_Full1",13.76,21701688,21701688,"Malic acid",0,1002580,-3,NA,NA,NA,NA,NA,NA,NA
"4825",NA,NA,"180205_Poo_TruePoo_Full2",14.15,3078450,3078450,"Malic acid",0,159712,-2.5,NA,NA,NA,NA,NA,NA,NA
"4826",NA,NA,"180205_Poo_TruePoo_Full3",13.98,4347289,4347289,"Malic acid",0,195703,-3.4,NA,NA,NA,NA,NA,NA,NA
"4827",NA,NA,"180205_Poo_TruePoo_Half1",13.79,17337686,17337686,"Malic acid",0,664446,-3,NA,NA,NA,NA,NA,NA,NA
"4828",NA,NA,"180205_Poo_TruePoo_Half2",14.09,1965176,1965176,"Malic acid",0,138012,-2.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4829",NA,NA,"180205_Poo_TruePoo_Half3",13.87,2551602,2551602,"Malic acid",0,148413,-2.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4830",NA,NA,"180205_Smp_L1C32DCMless10m_A",14.11,20180952,20180952,"Malic acid",0,669944,-2.9,NA,NA,NA,NA,NA,NA,NA
"4831",NA,NA,"180205_Smp_L1C32DCMless10m_B",14.04,4854417,4854417,"Malic acid",0,256801,-3.1,NA,NA,NA,NA,NA,NA,NA
"4832",NA,NA,"180205_Smp_L1C32DCMless10m_C",13.94,6029263,6029263,"Malic acid",0,265956,-3.2,NA,NA,NA,NA,NA,NA,NA
"4833",NA,NA,"180205_Smp_L1C32DCMless20m_A",14.17,7848583,7848583,"Malic acid",0,314520,-2.8,NA,NA,NA,NA,NA,NA,NA
"4834",NA,NA,"180205_Smp_L1C32DCMless20m_B",13.92,5557902,5557902,"Malic acid",0,239517,-3.2,NA,NA,NA,NA,NA,NA,NA
"4835",NA,NA,"180205_Smp_L1C32DCMless20m_C",13.94,7930370,7930370,"Malic acid",0,376186,-3.3,NA,NA,NA,NA,NA,NA,NA
"4836",NA,NA,"180205_Smp_L1C33DCM_A",14.21,5264379,5264379,"Malic acid",0,256389,-2.9,NA,NA,NA,NA,NA,NA,NA
"4837",NA,NA,"180205_Smp_L1C33DCM_B",14.12,5298333,5298333,"Malic acid",0,216206,-2.9,NA,NA,NA,NA,NA,NA,NA
"4838",NA,NA,"180205_Smp_L1C33DCM_C",13.94,5066515,5066515,"Malic acid",0,201971,-3.7,NA,NA,NA,NA,NA,NA,NA
"4839",NA,NA,"180205_Smp_L1C33DCMplus10m_A",13.9,22928170,22928170,"Malic acid",0,883182,-3.1,NA,NA,NA,NA,NA,NA,NA
"4840",NA,NA,"180205_Smp_L1C33DCMplus10m_B",14.04,5524957,5524957,"Malic acid",0,254001,-3.3,NA,NA,NA,NA,NA,NA,NA
"4841",NA,NA,"180205_Smp_L1C33DCMplus10m_C",13.92,5181870,5181870,"Malic acid",0,276587,-3.3,NA,NA,NA,NA,NA,NA,NA
"4842",NA,NA,"180205_Smp_L1C33DCMplus20m_A",14.17,4099275,4099275,"Malic acid",0,178180,-3,NA,NA,NA,NA,NA,NA,NA
"4843",NA,NA,"180205_Smp_L1C33DCMplus20m_B",13.95,3141638,3141638,"Malic acid",0,154092,-2.9,NA,NA,NA,NA,NA,NA,NA
"4844",NA,NA,"180205_Smp_L1C33DCMplus20m_C",13.98,4109590,4109590,"Malic acid",0,165926,-3.2,NA,NA,NA,NA,NA,NA,NA
"4845",NA,NA,"180205_Smp_L2C1DCMless10m_A",14.26,3254628,3254628,"Malic acid",0,177478,-2.6,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4846",NA,NA,"180205_Smp_L2C1DCMless10m_B",14.15,4401654,4401654,"Malic acid",0,234224,-3,NA,NA,NA,NA,NA,NA,NA
"4847",NA,NA,"180205_Smp_L2C1DCMless10m_C",13.92,4027918,4027918,"Malic acid",0,166945,-3.5,NA,NA,NA,NA,NA,NA,NA
"4848",NA,NA,"180205_Smp_L2C1DCMless20m_A",13.85,22007406,22007406,"Malic acid",0,956794,-3,NA,NA,NA,NA,NA,NA,NA
"4849",NA,NA,"180205_Smp_L2C1DCMless20m_B",14.06,5348477,5348477,"Malic acid",0,262921,-3.1,NA,NA,NA,NA,NA,NA,NA
"4850",NA,NA,"180205_Smp_L2C1DCMless20m_C",14,4096402,4096402,"Malic acid",0,155745,-3.3,NA,NA,NA,NA,NA,NA,NA
"4851",NA,NA,"180205_Smp_L2C2DCM_A",14.2,4294026,4294026,"Malic acid",0,177922,-3.1,NA,NA,NA,NA,NA,NA,NA
"4852",NA,NA,"180205_Smp_L2C2DCM_B",14,4188830,4188830,"Malic acid",0,196102,-3.1,NA,NA,NA,NA,NA,NA,NA
"4853",NA,NA,"180205_Smp_L2C2DCM_C",13.91,5152450,5152450,"Malic acid",0,189730,-3.1,NA,NA,NA,NA,NA,NA,NA
"4854",NA,NA,"180205_Smp_L2C2DCMplus10m_A",13.97,16240850,16240850,"Malic acid",0,558335,-3.2,NA,NA,NA,NA,NA,NA,NA
"4855",NA,NA,"180205_Smp_L2C2DCMplus10m_B",14,3514640,3514640,"Malic acid",0,136639,-2.8,NA,NA,NA,NA,NA,NA,NA
"4856",NA,NA,"180205_Smp_L2C2DCMplus10m_C",13.95,3814476,3814476,"Malic acid",0,209231,-3.6,NA,NA,NA,NA,NA,NA,NA
"4857",NA,NA,"180205_Smp_L2C2DCMplus20m_A",13.96,16181592,16181592,"Malic acid",0,622312,-2.9,NA,NA,NA,NA,NA,NA,NA
"4858",NA,NA,"180205_Smp_L2C2DCMplus20m_B",14.07,3338702,3338702,"Malic acid",0,177986,-3.1,NA,NA,NA,NA,NA,NA,NA
"4859",NA,NA,"180205_Smp_L2C2DCMplus20m_C",13.92,2356109,2356109,"Malic acid",0,138331,-2.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4860",NA,NA,"180205_Std_4uMStdsInH2O_1",5.58,299931712,299931712,"N-Acetyltaurine",2459285,11145531,-1,NA,NA,NA,NA,NA,NA,NA
"4861",NA,NA,"180205_Std_4uMStdsInH2O_2",4.86,370140608,370140608,"N-Acetyltaurine",0,11622643,-1.3,NA,NA,NA,NA,NA,NA,NA
"4862",NA,NA,"180205_Std_4uMStdsInMatrix_1",5.59,328954240,328954240,"N-Acetyltaurine",454754,8526329,-0.7,NA,NA,NA,NA,NA,NA,NA
"4863",NA,NA,"180205_Std_4uMStdsInMatrix_2",4.93,386855712,386855712,"N-Acetyltaurine",3062128,9529385,-1.2,NA,NA,NA,NA,NA,NA,NA
"4864",NA,NA,"180205_Blk_MQBlk_1",8.15,0,NA,"N-Acetyltaurine",0,0,NA,"RT.Flag, blank.Flag, height.min.Flag,  area.min.Flag","RT.Flag","blank.Flag","height.min.Flag",NA,"area.min.Flag",NA
"4865",NA,NA,"180205_Blk_MQBlk_2",9.5,0,NA,"N-Acetyltaurine",0,0,NA,"RT.Flag, blank.Flag, height.min.Flag,  area.min.Flag","RT.Flag","blank.Flag","height.min.Flag",NA,"area.min.Flag",NA
"4866",NA,NA,"180205_Blk_MQBlk_3",9.16,0,NA,"N-Acetyltaurine",0,0,NA,"RT.Flag, blank.Flag, height.min.Flag,  area.min.Flag","RT.Flag","blank.Flag","height.min.Flag",NA,"area.min.Flag",NA
"4867",NA,NA,"180205_Blk_SWBlk_1",9.01,0,NA,"N-Acetyltaurine",0,0,NA,"RT.Flag, blank.Flag, height.min.Flag,  area.min.Flag","RT.Flag","blank.Flag","height.min.Flag",NA,"area.min.Flag",NA
"4868",NA,NA,"180205_Blk_SWBlk_2",8.38,0,NA,"N-Acetyltaurine",0,0,NA,"RT.Flag, blank.Flag, height.min.Flag,  area.min.Flag","RT.Flag","blank.Flag","height.min.Flag",NA,"area.min.Flag",NA
"4869",NA,NA,"180205_Blk_SWBlk_3",10.23,14691,14691,"N-Acetyltaurine",0,10281,-0.3,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4870",NA,NA,"180205_Poo_Sept29QC_1",0.22,49485,49485,"N-Acetyltaurine",0,41738,-0.3,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4871",NA,NA,"180205_Poo_Sept29QC_2",10.79,11912,11912,"N-Acetyltaurine",0,9406,-1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4872",NA,NA,"180205_Poo_Sept29QC_3",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4873",NA,NA,"180205_Poo_Sept29QC_4",0.77,63565,63565,"N-Acetyltaurine",0,46855,-6.4,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4874",NA,NA,"180205_Poo_TruePoo_Full1",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4875",NA,NA,"180205_Poo_TruePoo_Full2",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4876",NA,NA,"180205_Poo_TruePoo_Full3",10.83,8786,8786,"N-Acetyltaurine",0,5304,-1.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4877",NA,NA,"180205_Poo_TruePoo_Half1",10.44,9036,9036,"N-Acetyltaurine",0,5254,-1.8,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4878",NA,NA,"180205_Poo_TruePoo_Half2",4.5,61003,61003,"N-Acetyltaurine",0,36032,-4.8,NA,NA,NA,NA,NA,NA,NA
"4879",NA,NA,"180205_Poo_TruePoo_Half3",10.78,13740,13740,"N-Acetyltaurine",0,9841,-0.9,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4880",NA,NA,"180205_Smp_L1C32DCMless10m_A",10.58,7132,7132,"N-Acetyltaurine",0,6375,-0.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4881",NA,NA,"180205_Smp_L1C32DCMless10m_B",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4882",NA,NA,"180205_Smp_L1C32DCMless10m_C",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4883",NA,NA,"180205_Smp_L1C32DCMless20m_A",10.77,6373,6373,"N-Acetyltaurine",0,5409,-0.3,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4884",NA,NA,"180205_Smp_L1C32DCMless20m_B",8.2,38639,38639,"N-Acetyltaurine",0,31454,3.9,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4885",NA,NA,"180205_Smp_L1C32DCMless20m_C",10.37,12440,12440,"N-Acetyltaurine",0,7318,-1.8,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4886",NA,NA,"180205_Smp_L1C33DCM_A",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4887",NA,NA,"180205_Smp_L1C33DCM_B",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4888",NA,NA,"180205_Smp_L1C33DCM_C",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4889",NA,NA,"180205_Smp_L1C33DCMplus10m_A",10.54,8570,8570,"N-Acetyltaurine",0,8455,0,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4890",NA,NA,"180205_Smp_L1C33DCMplus10m_B",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
