"","Replicate.Name","Precursor.Ion.Name","Area"
"3456","180205_Smp_L1C32DCMless20m_C","(R)-2,3-Dihydroxypropane-1-sulfonate",14199292
"3457","180205_Smp_L1C33DCM_A","(R)-2,3-Dihydroxypropane-1-sulfonate",9537902
"3458","180205_Smp_L1C33DCM_B","(R)-2,3-Dihydroxypropane-1-sulfonate",9059459
"3459","180205_Smp_L1C33DCM_C","(R)-2,3-Dihydroxypropane-1-sulfonate",13629308
"3460","180205_Smp_L1C33DCMplus10m_A","(R)-2,3-Dihydroxypropane-1-sulfonate",61066320
"3461","180205_Smp_L1C33DCMplus10m_B","(R)-2,3-Dihydroxypropane-1-sulfonate",16631112
"3462","180205_Smp_L1C33DCMplus10m_C","(R)-2,3-Dihydroxypropane-1-sulfonate",27588322
"3463","180205_Smp_L1C33DCMplus20m_A","(R)-2,3-Dihydroxypropane-1-sulfonate",11072206
"3464","180205_Smp_L1C33DCMplus20m_B","(R)-2,3-Dihydroxypropane-1-sulfonate",11830893
"3465","180205_Smp_L1C33DCMplus20m_C","(R)-2,3-Dihydroxypropane-1-sulfonate",19228880
"3466","180205_Smp_L2C1DCMless10m_A","(R)-2,3-Dihydroxypropane-1-sulfonate",2583471
"3467","180205_Smp_L2C1DCMless10m_B","(R)-2,3-Dihydroxypropane-1-sulfonate",3930426
"3468","180205_Smp_L2C1DCMless10m_C","(R)-2,3-Dihydroxypropane-1-sulfonate",5653280
"3469","180205_Smp_L2C1DCMless20m_A","(R)-2,3-Dihydroxypropane-1-sulfonate",12043520
"3470","180205_Smp_L2C1DCMless20m_B","(R)-2,3-Dihydroxypropane-1-sulfonate",2549734
"3471","180205_Smp_L2C1DCMless20m_C","(R)-2,3-Dihydroxypropane-1-sulfonate",3842739
"3472","180205_Smp_L2C2DCM_A","(R)-2,3-Dihydroxypropane-1-sulfonate",6325392
"3473","180205_Smp_L2C2DCM_B","(R)-2,3-Dihydroxypropane-1-sulfonate",7292168
"3474","180205_Smp_L2C2DCM_C","(R)-2,3-Dihydroxypropane-1-sulfonate",8389680
"3475","180205_Smp_L2C2DCMplus10m_A","(R)-2,3-Dihydroxypropane-1-sulfonate",23165596
"3476","180205_Smp_L2C2DCMplus10m_B","(R)-2,3-Dihydroxypropane-1-sulfonate",4102630
"3477","180205_Smp_L2C2DCMplus10m_C","(R)-2,3-Dihydroxypropane-1-sulfonate",10572428
"3478","180205_Smp_L2C2DCMplus20m_A","(R)-2,3-Dihydroxypropane-1-sulfonate",17661372
"3479","180205_Smp_L2C2DCMplus20m_B","(R)-2,3-Dihydroxypropane-1-sulfonate",5176500
"3480","180205_Smp_L2C2DCMplus20m_C","(R)-2,3-Dihydroxypropane-1-sulfonate",4147795
"3481","180205_Poo_Sept29QC_1","Ethanesulfonic acid",49021
"3482","180205_Poo_Sept29QC_2","Ethanesulfonic acid",58374
"3483","180205_Poo_Sept29QC_3","Ethanesulfonic acid",139635
"3484","180205_Poo_Sept29QC_4","Ethanesulfonic acid",105851
"3485","180205_Poo_TruePoo_Full1","Ethanesulfonic acid",69914
"3486","180205_Poo_TruePoo_Full2","Ethanesulfonic acid",61767
"3487","180205_Poo_TruePoo_Full3","Ethanesulfonic acid",54250
"3488","180205_Poo_TruePoo_Half1","Ethanesulfonic acid",45402
"3489","180205_Poo_TruePoo_Half2","Ethanesulfonic acid",64412
"3490","180205_Poo_TruePoo_Half3","Ethanesulfonic acid",117481
"3491","180205_Smp_L1C32DCMless10m_A","Ethanesulfonic acid",54200
"3492","180205_Smp_L1C32DCMless10m_B","Ethanesulfonic acid",56192
"3493","180205_Smp_L1C32DCMless10m_C","Ethanesulfonic acid",94519
"3494","180205_Smp_L1C32DCMless20m_A","Ethanesulfonic acid",46760
"3495","180205_Smp_L1C32DCMless20m_B","Ethanesulfonic acid",59267
"3496","180205_Smp_L1C32DCMless20m_C","Ethanesulfonic acid",53083
"3497","180205_Smp_L1C33DCM_A","Ethanesulfonic acid",68003
"3498","180205_Smp_L1C33DCM_B","Ethanesulfonic acid",50081
"3499","180205_Smp_L1C33DCM_C","Ethanesulfonic acid",117940
"3500","180205_Smp_L1C33DCMplus10m_A","Ethanesulfonic acid",171131
"3501","180205_Smp_L1C33DCMplus10m_B","Ethanesulfonic acid",71063
"3502","180205_Smp_L1C33DCMplus10m_C","Ethanesulfonic acid",70070
"3503","180205_Smp_L1C33DCMplus20m_A","Ethanesulfonic acid",56208
"3504","180205_Smp_L1C33DCMplus20m_B","Ethanesulfonic acid",62412
"3505","180205_Smp_L1C33DCMplus20m_C","Ethanesulfonic acid",58485
"3506","180205_Smp_L2C1DCMless10m_A","Ethanesulfonic acid",52075
"3507","180205_Smp_L2C1DCMless10m_B","Ethanesulfonic acid",63825
"3508","180205_Smp_L2C1DCMless10m_C","Ethanesulfonic acid",61995
"3509","180205_Smp_L2C1DCMless20m_A","Ethanesulfonic acid",66842
"3510","180205_Smp_L2C1DCMless20m_B","Ethanesulfonic acid",59026
"3511","180205_Smp_L2C1DCMless20m_C","Ethanesulfonic acid",62082
"3512","180205_Smp_L2C2DCM_A","Ethanesulfonic acid",62145
"3513","180205_Smp_L2C2DCM_B","Ethanesulfonic acid",44211
"3514","180205_Smp_L2C2DCM_C","Ethanesulfonic acid",106367
"3515","180205_Smp_L2C2DCMplus10m_A","Ethanesulfonic acid",57427
"3516","180205_Smp_L2C2DCMplus10m_B","Ethanesulfonic acid",65068
"3517","180205_Smp_L2C2DCMplus10m_C","Ethanesulfonic acid",63612
"3518","180205_Smp_L2C2DCMplus20m_A","Ethanesulfonic acid",47552
"3519","180205_Smp_L2C2DCMplus20m_B","Ethanesulfonic acid",55599
"3520","180205_Smp_L2C2DCMplus20m_C","Ethanesulfonic acid",129683
"3521","180205_Poo_Sept29QC_1","Ethyl dihydroxybenzoate",38033
"3522","180205_Poo_Sept29QC_2","Ethyl dihydroxybenzoate",75102
"3523","180205_Poo_Sept29QC_3","Ethyl dihydroxybenzoate",39210
"3524","180205_Poo_Sept29QC_4","Ethyl dihydroxybenzoate",54396
"3525","180205_Poo_TruePoo_Full1","Ethyl dihydroxybenzoate",17817
"3526","180205_Poo_TruePoo_Full2","Ethyl dihydroxybenzoate",60300
"3527","180205_Poo_TruePoo_Full3","Ethyl dihydroxybenzoate",27039
"3528","180205_Poo_TruePoo_Half1","Ethyl dihydroxybenzoate",230247
"3529","180205_Poo_TruePoo_Half2","Ethyl dihydroxybenzoate",1037005
"3530","180205_Poo_TruePoo_Half3","Ethyl dihydroxybenzoate",11277
"3531","180205_Smp_L1C32DCMless10m_A","Ethyl dihydroxybenzoate",50152
"3532","180205_Smp_L1C32DCMless10m_B","Ethyl dihydroxybenzoate",51283
"3533","180205_Smp_L1C32DCMless10m_C","Ethyl dihydroxybenzoate",144277
"3534","180205_Smp_L1C32DCMless20m_A","Ethyl dihydroxybenzoate",45948
"3535","180205_Smp_L1C32DCMless20m_B","Ethyl dihydroxybenzoate",53743
"3536","180205_Smp_L1C32DCMless20m_C","Ethyl dihydroxybenzoate",42223
"3537","180205_Smp_L1C33DCM_A","Ethyl dihydroxybenzoate",255599
"3538","180205_Smp_L1C33DCM_B","Ethyl dihydroxybenzoate",97696
"3539","180205_Smp_L1C33DCM_C","Ethyl dihydroxybenzoate",10488
"3540","180205_Smp_L1C33DCMplus10m_A","Ethyl dihydroxybenzoate",119246
"3541","180205_Smp_L1C33DCMplus10m_B","Ethyl dihydroxybenzoate",37368
"3542","180205_Smp_L1C33DCMplus10m_C","Ethyl dihydroxybenzoate",8861
"3543","180205_Smp_L1C33DCMplus20m_A","Ethyl dihydroxybenzoate",51607
"3544","180205_Smp_L1C33DCMplus20m_B","Ethyl dihydroxybenzoate",78837
"3545","180205_Smp_L1C33DCMplus20m_C","Ethyl dihydroxybenzoate",15449
"3546","180205_Smp_L2C1DCMless10m_A","Ethyl dihydroxybenzoate",342630
"3547","180205_Smp_L2C1DCMless10m_B","Ethyl dihydroxybenzoate",49098
"3548","180205_Smp_L2C1DCMless10m_C","Ethyl dihydroxybenzoate",56060
"3549","180205_Smp_L2C1DCMless20m_A","Ethyl dihydroxybenzoate",26218
"3550","180205_Smp_L2C1DCMless20m_B","Ethyl dihydroxybenzoate",37307
"3551","180205_Smp_L2C1DCMless20m_C","Ethyl dihydroxybenzoate",14955
"3552","180205_Smp_L2C2DCM_A","Ethyl dihydroxybenzoate",41462
"3553","180205_Smp_L2C2DCM_B","Ethyl dihydroxybenzoate",35860
"3554","180205_Smp_L2C2DCM_C","Ethyl dihydroxybenzoate",39959
"3555","180205_Smp_L2C2DCMplus10m_A","Ethyl dihydroxybenzoate",935495
"3556","180205_Smp_L2C2DCMplus10m_B","Ethyl dihydroxybenzoate",173474
"3557","180205_Smp_L2C2DCMplus10m_C","Ethyl dihydroxybenzoate",112474
"3558","180205_Smp_L2C2DCMplus20m_A","Ethyl dihydroxybenzoate",29329
"3559","180205_Smp_L2C2DCMplus20m_B","Ethyl dihydroxybenzoate",20978
"3560","180205_Smp_L2C2DCMplus20m_C","Ethyl dihydroxybenzoate",50592
"3561","180205_Poo_Sept29QC_1","Flavin adenine dinucleotide",0
"3562","180205_Poo_Sept29QC_2","Flavin adenine dinucleotide",53029
"3563","180205_Poo_Sept29QC_3","Flavin adenine dinucleotide",NA
"3564","180205_Poo_Sept29QC_4","Flavin adenine dinucleotide",NA
"3565","180205_Poo_TruePoo_Full1","Flavin adenine dinucleotide",52165
"3566","180205_Poo_TruePoo_Full2","Flavin adenine dinucleotide",NA
"3567","180205_Poo_TruePoo_Full3","Flavin adenine dinucleotide",NA
"3568","180205_Poo_TruePoo_Half1","Flavin adenine dinucleotide",NA
"3569","180205_Poo_TruePoo_Half2","Flavin adenine dinucleotide",58964
"3570","180205_Poo_TruePoo_Half3","Flavin adenine dinucleotide",50430
"3571","180205_Smp_L1C32DCMless10m_A","Flavin adenine dinucleotide",6594
"3572","180205_Smp_L1C32DCMless10m_B","Flavin adenine dinucleotide",52442
"3573","180205_Smp_L1C32DCMless10m_C","Flavin adenine dinucleotide",45705
"3574","180205_Smp_L1C32DCMless20m_A","Flavin adenine dinucleotide",65357
"3575","180205_Smp_L1C32DCMless20m_B","Flavin adenine dinucleotide",NA
"3576","180205_Smp_L1C32DCMless20m_C","Flavin adenine dinucleotide",54925
"3577","180205_Smp_L1C33DCM_A","Flavin adenine dinucleotide",41307
"3578","180205_Smp_L1C33DCM_B","Flavin adenine dinucleotide",NA
"3579","180205_Smp_L1C33DCM_C","Flavin adenine dinucleotide",NA
"3580","180205_Smp_L1C33DCMplus10m_A","Flavin adenine dinucleotide",NA
"3581","180205_Smp_L1C33DCMplus10m_B","Flavin adenine dinucleotide",47860
"3582","180205_Smp_L1C33DCMplus10m_C","Flavin adenine dinucleotide",53869
"3583","180205_Smp_L1C33DCMplus20m_A","Flavin adenine dinucleotide",NA
"3584","180205_Smp_L1C33DCMplus20m_B","Flavin adenine dinucleotide",62278
"3585","180205_Smp_L1C33DCMplus20m_C","Flavin adenine dinucleotide",60693
"3586","180205_Smp_L2C1DCMless10m_A","Flavin adenine dinucleotide",52077
"3587","180205_Smp_L2C1DCMless10m_B","Flavin adenine dinucleotide",43140
"3588","180205_Smp_L2C1DCMless10m_C","Flavin adenine dinucleotide",NA
"3589","180205_Smp_L2C1DCMless20m_A","Flavin adenine dinucleotide",46673
"3590","180205_Smp_L2C1DCMless20m_B","Flavin adenine dinucleotide",40617
"3591","180205_Smp_L2C1DCMless20m_C","Flavin adenine dinucleotide",47041
"3592","180205_Smp_L2C2DCM_A","Flavin adenine dinucleotide",79836
"3593","180205_Smp_L2C2DCM_B","Flavin adenine dinucleotide",NA
"3594","180205_Smp_L2C2DCM_C","Flavin adenine dinucleotide",66670
"3595","180205_Smp_L2C2DCMplus10m_A","Flavin adenine dinucleotide",44241
"3596","180205_Smp_L2C2DCMplus10m_B","Flavin adenine dinucleotide",53260
"3597","180205_Smp_L2C2DCMplus10m_C","Flavin adenine dinucleotide",53671
"3598","180205_Smp_L2C2DCMplus20m_A","Flavin adenine dinucleotide",NA
"3599","180205_Smp_L2C2DCMplus20m_B","Flavin adenine dinucleotide",NA
"3600","180205_Smp_L2C2DCMplus20m_C","Flavin adenine dinucleotide",39613
"3601","180205_Poo_Sept29QC_1","Fumaric acid",275498
"3602","180205_Poo_Sept29QC_2","Fumaric acid",2798310
"3603","180205_Poo_Sept29QC_3","Fumaric acid",5715165
"3604","180205_Poo_Sept29QC_4","Fumaric acid",3894566
"3605","180205_Poo_TruePoo_Full1","Fumaric acid",3951955
"3606","180205_Poo_TruePoo_Full2","Fumaric acid",3963288
"3607","180205_Poo_TruePoo_Full3","Fumaric acid",2865999
"3608","180205_Poo_TruePoo_Half1","Fumaric acid",1814249
"3609","180205_Poo_TruePoo_Half2","Fumaric acid",387075
"3610","180205_Poo_TruePoo_Half3","Fumaric acid",4100651
"3611","180205_Smp_L1C32DCMless10m_A","Fumaric acid",1676296
"3612","180205_Smp_L1C32DCMless10m_B","Fumaric acid",1893773
"3613","180205_Smp_L1C32DCMless10m_C","Fumaric acid",5065674
"3614","180205_Smp_L1C32DCMless20m_A","Fumaric acid",3778776
"3615","180205_Smp_L1C32DCMless20m_B","Fumaric acid",1633364
"3616","180205_Smp_L1C32DCMless20m_C","Fumaric acid",3887448
"3617","180205_Smp_L1C33DCM_A","Fumaric acid",1794847
"3618","180205_Smp_L1C33DCM_B","Fumaric acid",1861166
"3619","180205_Smp_L1C33DCM_C","Fumaric acid",3113340
"3620","180205_Smp_L1C33DCMplus10m_A","Fumaric acid",698153
"3621","180205_Smp_L1C33DCMplus10m_B","Fumaric acid",2665115
"3622","180205_Smp_L1C33DCMplus10m_C","Fumaric acid",1322958
"3623","180205_Smp_L1C33DCMplus20m_A","Fumaric acid",1692102
"3624","180205_Smp_L1C33DCMplus20m_B","Fumaric acid",989575
"3625","180205_Smp_L1C33DCMplus20m_C","Fumaric acid",1251334
"3626","180205_Smp_L2C1DCMless10m_A","Fumaric acid",4505150
"3627","180205_Smp_L2C1DCMless10m_B","Fumaric acid",3854295
"3628","180205_Smp_L2C1DCMless10m_C","Fumaric acid",3342171
"3629","180205_Smp_L2C1DCMless20m_A","Fumaric acid",269409
"3630","180205_Smp_L2C1DCMless20m_B","Fumaric acid",3295365
"3631","180205_Smp_L2C1DCMless20m_C","Fumaric acid",1009991
"3632","180205_Smp_L2C2DCM_A","Fumaric acid",4463333
"3633","180205_Smp_L2C2DCM_B","Fumaric acid",4193050
"3634","180205_Smp_L2C2DCM_C","Fumaric acid",2139212
"3635","180205_Smp_L2C2DCMplus10m_A","Fumaric acid",6033123
"3636","180205_Smp_L2C2DCMplus10m_B","Fumaric acid",3826868
"3637","180205_Smp_L2C2DCMplus10m_C","Fumaric acid",6491698
"3638","180205_Smp_L2C2DCMplus20m_A","Fumaric acid",3126940
"3639","180205_Smp_L2C2DCMplus20m_B","Fumaric acid",6754112
"3640","180205_Smp_L2C2DCMplus20m_C","Fumaric acid",4552176
"3641","180205_Poo_Sept29QC_1","D-Gluconic acid",88321
"3642","180205_Poo_Sept29QC_2","D-Gluconic acid",60139
"3643","180205_Poo_Sept29QC_3","D-Gluconic acid",31059
"3644","180205_Poo_Sept29QC_4","D-Gluconic acid",14174
"3645","180205_Poo_TruePoo_Full1","D-Gluconic acid",80104
"3646","180205_Poo_TruePoo_Full2","D-Gluconic acid",10093
"3647","180205_Poo_TruePoo_Full3","D-Gluconic acid",52146
"3648","180205_Poo_TruePoo_Half1","D-Gluconic acid",311400
"3649","180205_Poo_TruePoo_Half2","D-Gluconic acid",54658
"3650","180205_Poo_TruePoo_Half3","D-Gluconic acid",42141
"3651","180205_Smp_L1C32DCMless10m_A","D-Gluconic acid",182200
"3652","180205_Smp_L1C32DCMless10m_B","D-Gluconic acid",8315
"3653","180205_Smp_L1C32DCMless10m_C","D-Gluconic acid",11370
"3654","180205_Smp_L1C32DCMless20m_A","D-Gluconic acid",43335
"3655","180205_Smp_L1C32DCMless20m_B","D-Gluconic acid",46101
"3656","180205_Smp_L1C32DCMless20m_C","D-Gluconic acid",27290
"3657","180205_Smp_L1C33DCM_A","D-Gluconic acid",70023
"3658","180205_Smp_L1C33DCM_B","D-Gluconic acid",11141
"3659","180205_Smp_L1C33DCM_C","D-Gluconic acid",80920
"3660","180205_Smp_L1C33DCMplus10m_A","D-Gluconic acid",64289
"3661","180205_Smp_L1C33DCMplus10m_B","D-Gluconic acid",51444
"3662","180205_Smp_L1C33DCMplus10m_C","D-Gluconic acid",11692
"3663","180205_Smp_L1C33DCMplus20m_A","D-Gluconic acid",36304
"3664","180205_Smp_L1C33DCMplus20m_B","D-Gluconic acid",54518
"3665","180205_Smp_L1C33DCMplus20m_C","D-Gluconic acid",19289
"3666","180205_Smp_L2C1DCMless10m_A","D-Gluconic acid",10928
"3667","180205_Smp_L2C1DCMless10m_B","D-Gluconic acid",82815
"3668","180205_Smp_L2C1DCMless10m_C","D-Gluconic acid",51598
"3669","180205_Smp_L2C1DCMless20m_A","D-Gluconic acid",153970
"3670","180205_Smp_L2C1DCMless20m_B","D-Gluconic acid",55885
"3671","180205_Smp_L2C1DCMless20m_C","D-Gluconic acid",39581
"3672","180205_Smp_L2C2DCM_A","D-Gluconic acid",108753
"3673","180205_Smp_L2C2DCM_B","D-Gluconic acid",50376
"3674","180205_Smp_L2C2DCM_C","D-Gluconic acid",57836
"3675","180205_Smp_L2C2DCMplus10m_A","D-Gluconic acid",135315
"3676","180205_Smp_L2C2DCMplus10m_B","D-Gluconic acid",47754
"3677","180205_Smp_L2C2DCMplus10m_C","D-Gluconic acid",9517
"3678","180205_Smp_L2C2DCMplus20m_A","D-Gluconic acid",34821
"3679","180205_Smp_L2C2DCMplus20m_B","D-Gluconic acid",7876
"3680","180205_Smp_L2C2DCMplus20m_C","D-Gluconic acid",35019
"3681","180205_Poo_Sept29QC_1","Isethionic acid",22161494
"3682","180205_Poo_Sept29QC_2","Isethionic acid",8861772
"3683","180205_Poo_Sept29QC_3","Isethionic acid",16478489
"3684","180205_Poo_Sept29QC_4","Isethionic acid",9681719
"3685","180205_Poo_TruePoo_Full1","Isethionic acid",64492124
"3686","180205_Poo_TruePoo_Full2","Isethionic acid",37901876
"3687","180205_Poo_TruePoo_Full3","Isethionic acid",84765424
"3688","180205_Poo_TruePoo_Half1","Isethionic acid",30948256
"3689","180205_Poo_TruePoo_Half2","Isethionic acid",18328448
"3690","180205_Poo_TruePoo_Half3","Isethionic acid",32228672
"3691","180205_Smp_L1C32DCMless10m_A","Isethionic acid",71653216
"3692","180205_Smp_L1C32DCMless10m_B","Isethionic acid",75895080
"3693","180205_Smp_L1C32DCMless10m_C","Isethionic acid",109237896
"3694","180205_Smp_L1C32DCMless20m_A","Isethionic acid",61670828
"3695","180205_Smp_L1C32DCMless20m_B","Isethionic acid",106049744
"3696","180205_Smp_L1C32DCMless20m_C","Isethionic acid",157729008
"3697","180205_Smp_L1C33DCM_A","Isethionic acid",62595488
"3698","180205_Smp_L1C33DCM_B","Isethionic acid",76643720
"3699","180205_Smp_L1C33DCM_C","Isethionic acid",85750856
"3700","180205_Smp_L1C33DCMplus10m_A","Isethionic acid",111901352
"3701","180205_Smp_L1C33DCMplus10m_B","Isethionic acid",108435912
"3702","180205_Smp_L1C33DCMplus10m_C","Isethionic acid",173406896
"3703","180205_Smp_L1C33DCMplus20m_A","Isethionic acid",68407664
"3704","180205_Smp_L1C33DCMplus20m_B","Isethionic acid",76786960
"3705","180205_Smp_L1C33DCMplus20m_C","Isethionic acid",105054120
"3706","180205_Smp_L2C1DCMless10m_A","Isethionic acid",12360077
"3707","180205_Smp_L2C1DCMless10m_B","Isethionic acid",22770098
"3708","180205_Smp_L2C1DCMless10m_C","Isethionic acid",33243560
"3709","180205_Smp_L2C1DCMless20m_A","Isethionic acid",34921432
"3710","180205_Smp_L2C1DCMless20m_B","Isethionic acid",18782382
"3711","180205_Smp_L2C1DCMless20m_C","Isethionic acid",24779470
"3712","180205_Smp_L2C2DCM_A","Isethionic acid",22096978
"3713","180205_Smp_L2C2DCM_B","Isethionic acid",67524344
"3714","180205_Smp_L2C2DCM_C","Isethionic acid",44424392
"3715","180205_Smp_L2C2DCMplus10m_A","Isethionic acid",23879700
"3716","180205_Smp_L2C2DCMplus10m_B","Isethionic acid",24968150
"3717","180205_Smp_L2C2DCMplus10m_C","Isethionic acid",55403064
"3718","180205_Smp_L2C2DCMplus20m_A","Isethionic acid",21849020
"3719","180205_Smp_L2C2DCMplus20m_B","Isethionic acid",39922388
"3720","180205_Smp_L2C2DCMplus20m_C","Isethionic acid",32955022
"3721","180205_Poo_Sept29QC_1","2-Ketoglutaric acid",3215591
"3722","180205_Poo_Sept29QC_2","2-Ketoglutaric acid",97299
"3723","180205_Poo_Sept29QC_3","2-Ketoglutaric acid",391537
"3724","180205_Poo_Sept29QC_4","2-Ketoglutaric acid",313317
"3725","180205_Poo_TruePoo_Full1","2-Ketoglutaric acid",1223959
"3726","180205_Poo_TruePoo_Full2","2-Ketoglutaric acid",47367
"3727","180205_Poo_TruePoo_Full3","2-Ketoglutaric acid",0
"3728","180205_Poo_TruePoo_Half1","2-Ketoglutaric acid",8685
"3729","180205_Poo_TruePoo_Half2","2-Ketoglutaric acid",213965
"3730","180205_Poo_TruePoo_Half3","2-Ketoglutaric acid",53426
"3731","180205_Smp_L1C32DCMless10m_A","2-Ketoglutaric acid",1642270
"3732","180205_Smp_L1C32DCMless10m_B","2-Ketoglutaric acid",9771
"3733","180205_Smp_L1C32DCMless10m_C","2-Ketoglutaric acid",37355
"3734","180205_Smp_L1C32DCMless20m_A","2-Ketoglutaric acid",36202
"3735","180205_Smp_L1C32DCMless20m_B","2-Ketoglutaric acid",44309
"3736","180205_Smp_L1C32DCMless20m_C","2-Ketoglutaric acid",147229
"3737","180205_Smp_L1C33DCM_A","2-Ketoglutaric acid",107066
"3738","180205_Smp_L1C33DCM_B","2-Ketoglutaric acid",31775
"3739","180205_Smp_L1C33DCM_C","2-Ketoglutaric acid",44502
"3740","180205_Smp_L1C33DCMplus10m_A","2-Ketoglutaric acid",1711909
"3741","180205_Smp_L1C33DCMplus10m_B","2-Ketoglutaric acid",7953
"3742","180205_Smp_L1C33DCMplus10m_C","2-Ketoglutaric acid",57970
"3743","180205_Smp_L1C33DCMplus20m_A","2-Ketoglutaric acid",45429
"3744","180205_Smp_L1C33DCMplus20m_B","2-Ketoglutaric acid",60040
"3745","180205_Smp_L1C33DCMplus20m_C","2-Ketoglutaric acid",45980
"3746","180205_Smp_L2C1DCMless10m_A","2-Ketoglutaric acid",41583
"3747","180205_Smp_L2C1DCMless10m_B","2-Ketoglutaric acid",107338
"3748","180205_Smp_L2C1DCMless10m_C","2-Ketoglutaric acid",30330
"3749","180205_Smp_L2C1DCMless20m_A","2-Ketoglutaric acid",1519440
"3750","180205_Smp_L2C1DCMless20m_B","2-Ketoglutaric acid",105892
"3751","180205_Smp_L2C1DCMless20m_C","2-Ketoglutaric acid",49803
"3752","180205_Smp_L2C2DCM_A","2-Ketoglutaric acid",37137
"3753","180205_Smp_L2C2DCM_B","2-Ketoglutaric acid",46922
"3754","180205_Smp_L2C2DCM_C","2-Ketoglutaric acid",106965
"3755","180205_Smp_L2C2DCMplus10m_A","2-Ketoglutaric acid",605153
"3756","180205_Smp_L2C2DCMplus10m_B","2-Ketoglutaric acid",63544
"3757","180205_Smp_L2C2DCMplus10m_C","2-Ketoglutaric acid",45899
"3758","180205_Smp_L2C2DCMplus20m_A","2-Ketoglutaric acid",44280
"3759","180205_Smp_L2C2DCMplus20m_B","2-Ketoglutaric acid",40278
"3760","180205_Smp_L2C2DCMplus20m_C","2-Ketoglutaric acid",51191
"3761","180205_Poo_Sept29QC_1","Lipoic acid",52091
"3762","180205_Poo_Sept29QC_2","Lipoic acid",40174
"3763","180205_Poo_Sept29QC_3","Lipoic acid",37799
"3764","180205_Poo_Sept29QC_4","Lipoic acid",187407
"3765","180205_Poo_TruePoo_Full1","Lipoic acid",53867
"3766","180205_Poo_TruePoo_Full2","Lipoic acid",35218
"3767","180205_Poo_TruePoo_Full3","Lipoic acid",51458
"3768","180205_Poo_TruePoo_Half1","Lipoic acid",106210
"3769","180205_Poo_TruePoo_Half2","Lipoic acid",78310
"3770","180205_Poo_TruePoo_Half3","Lipoic acid",48843
"3771","180205_Smp_L1C32DCMless10m_A","Lipoic acid",NA
"3772","180205_Smp_L1C32DCMless10m_B","Lipoic acid",NA
"3773","180205_Smp_L1C32DCMless10m_C","Lipoic acid",61449
"3774","180205_Smp_L1C32DCMless20m_A","Lipoic acid",42876
"3775","180205_Smp_L1C32DCMless20m_B","Lipoic acid",NA
"3776","180205_Smp_L1C32DCMless20m_C","Lipoic acid",NA
"3777","180205_Smp_L1C33DCM_A","Lipoic acid",64677
"3778","180205_Smp_L1C33DCM_B","Lipoic acid",47052
"3779","180205_Smp_L1C33DCM_C","Lipoic acid",NA
"3780","180205_Smp_L1C33DCMplus10m_A","Lipoic acid",157193
"3781","180205_Smp_L1C33DCMplus10m_B","Lipoic acid",57127
"3782","180205_Smp_L1C33DCMplus10m_C","Lipoic acid",42990
"3783","180205_Smp_L1C33DCMplus20m_A","Lipoic acid",59184
"3784","180205_Smp_L1C33DCMplus20m_B","Lipoic acid",42588
"3785","180205_Smp_L1C33DCMplus20m_C","Lipoic acid",NA
"3786","180205_Smp_L2C1DCMless10m_A","Lipoic acid",113530
"3787","180205_Smp_L2C1DCMless10m_B","Lipoic acid",50941
"3788","180205_Smp_L2C1DCMless10m_C","Lipoic acid",NA
"3789","180205_Smp_L2C1DCMless20m_A","Lipoic acid",29595
"3790","180205_Smp_L2C1DCMless20m_B","Lipoic acid",44456
"3791","180205_Smp_L2C1DCMless20m_C","Lipoic acid",36807
"3792","180205_Smp_L2C2DCM_A","Lipoic acid",42285
"3793","180205_Smp_L2C2DCM_B","Lipoic acid",8842
"3794","180205_Smp_L2C2DCM_C","Lipoic acid",11135
"3795","180205_Smp_L2C2DCMplus10m_A","Lipoic acid",67158
"3796","180205_Smp_L2C2DCMplus10m_B","Lipoic acid",187097
"3797","180205_Smp_L2C2DCMplus10m_C","Lipoic acid",105713
"3798","180205_Smp_L2C2DCMplus20m_A","Lipoic acid",45272
"3799","180205_Smp_L2C2DCMplus20m_B","Lipoic acid",3494
"3800","180205_Smp_L2C2DCMplus20m_C","Lipoic acid",11436
"3801","180205_Poo_Sept29QC_1","L-Pyroglutamic acid ",23994538
"3802","180205_Poo_Sept29QC_2","L-Pyroglutamic acid ",13100619
"3803","180205_Poo_Sept29QC_3","L-Pyroglutamic acid ",15696074
"3804","180205_Poo_Sept29QC_4","L-Pyroglutamic acid ",14026047
"3805","180205_Poo_TruePoo_Full1","L-Pyroglutamic acid ",24910648
"3806","180205_Poo_TruePoo_Full2","L-Pyroglutamic acid ",15293254
"3807","180205_Poo_TruePoo_Full3","L-Pyroglutamic acid ",22926394
"3808","180205_Poo_TruePoo_Half1","L-Pyroglutamic acid ",15672631
"3809","180205_Poo_TruePoo_Half2","L-Pyroglutamic acid ",8724675
"3810","180205_Poo_TruePoo_Half3","L-Pyroglutamic acid ",10100027
"3811","180205_Smp_L1C32DCMless10m_A","L-Pyroglutamic acid ",22890864
"3812","180205_Smp_L1C32DCMless10m_B","L-Pyroglutamic acid ",14624602
"3813","180205_Smp_L1C32DCMless10m_C","L-Pyroglutamic acid ",27194996
"3814","180205_Smp_L1C32DCMless20m_A","L-Pyroglutamic acid ",19489292
"3815","180205_Smp_L1C32DCMless20m_B","L-Pyroglutamic acid ",24669550
"3816","180205_Smp_L1C32DCMless20m_C","L-Pyroglutamic acid ",42060072
