"","Replicate.Name","Precursor.Ion.Name","Height"
"3666","180205_Smp_L2C1DCMless10m_A","D-Gluconic acid",11100
"3667","180205_Smp_L2C1DCMless10m_B","D-Gluconic acid",48427
"3668","180205_Smp_L2C1DCMless10m_C","D-Gluconic acid",30011
"3669","180205_Smp_L2C1DCMless20m_A","D-Gluconic acid",28905
"3670","180205_Smp_L2C1DCMless20m_B","D-Gluconic acid",44045
"3671","180205_Smp_L2C1DCMless20m_C","D-Gluconic acid",23632
"3672","180205_Smp_L2C2DCM_A","D-Gluconic acid",45246
"3673","180205_Smp_L2C2DCM_B","D-Gluconic acid",39650
"3674","180205_Smp_L2C2DCM_C","D-Gluconic acid",48897
"3675","180205_Smp_L2C2DCMplus10m_A","D-Gluconic acid",12939
"3676","180205_Smp_L2C2DCMplus10m_B","D-Gluconic acid",30048
"3677","180205_Smp_L2C2DCMplus10m_C","D-Gluconic acid",7943
"3678","180205_Smp_L2C2DCMplus20m_A","D-Gluconic acid",9177
"3679","180205_Smp_L2C2DCMplus20m_B","D-Gluconic acid",6143
"3680","180205_Smp_L2C2DCMplus20m_C","D-Gluconic acid",14775
"3681","180205_Poo_Sept29QC_1","Isethionic acid",720130
"3682","180205_Poo_Sept29QC_2","Isethionic acid",379350
"3683","180205_Poo_Sept29QC_3","Isethionic acid",671682
"3684","180205_Poo_Sept29QC_4","Isethionic acid",365690
"3685","180205_Poo_TruePoo_Full1","Isethionic acid",2335471
"3686","180205_Poo_TruePoo_Full2","Isethionic acid",1553660
"3687","180205_Poo_TruePoo_Full3","Isethionic acid",3409330
"3688","180205_Poo_TruePoo_Half1","Isethionic acid",1403627
"3689","180205_Poo_TruePoo_Half2","Isethionic acid",853731
"3690","180205_Poo_TruePoo_Half3","Isethionic acid",1506405
"3691","180205_Smp_L1C32DCMless10m_A","Isethionic acid",2700309
"3692","180205_Smp_L1C32DCMless10m_B","Isethionic acid",3091909
"3693","180205_Smp_L1C32DCMless10m_C","Isethionic acid",3846033
"3694","180205_Smp_L1C32DCMless20m_A","Isethionic acid",2167747
"3695","180205_Smp_L1C32DCMless20m_B","Isethionic acid",4074118
"3696","180205_Smp_L1C32DCMless20m_C","Isethionic acid",5034382
"3697","180205_Smp_L1C33DCM_A","Isethionic acid",2147760
"3698","180205_Smp_L1C33DCM_B","Isethionic acid",2880448
"3699","180205_Smp_L1C33DCM_C","Isethionic acid",3092858
"3700","180205_Smp_L1C33DCMplus10m_A","Isethionic acid",3544595
"3701","180205_Smp_L1C33DCMplus10m_B","Isethionic acid",4331802
"3702","180205_Smp_L1C33DCMplus10m_C","Isethionic acid",6229713
"3703","180205_Smp_L1C33DCMplus20m_A","Isethionic acid",2443662
"3704","180205_Smp_L1C33DCMplus20m_B","Isethionic acid",2888242
"3705","180205_Smp_L1C33DCMplus20m_C","Isethionic acid",4121666
"3706","180205_Smp_L2C1DCMless10m_A","Isethionic acid",489397
"3707","180205_Smp_L2C1DCMless10m_B","Isethionic acid",889995
"3708","180205_Smp_L2C1DCMless10m_C","Isethionic acid",1215342
"3709","180205_Smp_L2C1DCMless20m_A","Isethionic acid",1200385
"3710","180205_Smp_L2C1DCMless20m_B","Isethionic acid",804156
"3711","180205_Smp_L2C1DCMless20m_C","Isethionic acid",1069226
"3712","180205_Smp_L2C2DCM_A","Isethionic acid",825740
"3713","180205_Smp_L2C2DCM_B","Isethionic acid",2583857
"3714","180205_Smp_L2C2DCM_C","Isethionic acid",1669767
"3715","180205_Smp_L2C2DCMplus10m_A","Isethionic acid",1034149
"3716","180205_Smp_L2C2DCMplus10m_B","Isethionic acid",1075406
"3717","180205_Smp_L2C2DCMplus10m_C","Isethionic acid",1995801
"3718","180205_Smp_L2C2DCMplus20m_A","Isethionic acid",896521
"3719","180205_Smp_L2C2DCMplus20m_B","Isethionic acid",1499053
"3720","180205_Smp_L2C2DCMplus20m_C","Isethionic acid",1291784
"3721","180205_Poo_Sept29QC_1","2-Ketoglutaric acid",284065
"3722","180205_Poo_Sept29QC_2","2-Ketoglutaric acid",42380
"3723","180205_Poo_Sept29QC_3","2-Ketoglutaric acid",60453
"3724","180205_Poo_Sept29QC_4","2-Ketoglutaric acid",72097
"3725","180205_Poo_TruePoo_Full1","2-Ketoglutaric acid",122341
"3726","180205_Poo_TruePoo_Full2","2-Ketoglutaric acid",32731
"3727","180205_Poo_TruePoo_Full3","2-Ketoglutaric acid",0
"3728","180205_Poo_TruePoo_Half1","2-Ketoglutaric acid",7269
"3729","180205_Poo_TruePoo_Half2","2-Ketoglutaric acid",70177
"3730","180205_Poo_TruePoo_Half3","2-Ketoglutaric acid",48709
"3731","180205_Smp_L1C32DCMless10m_A","2-Ketoglutaric acid",99422
"3732","180205_Smp_L1C32DCMless10m_B","2-Ketoglutaric acid",9919
"3733","180205_Smp_L1C32DCMless10m_C","2-Ketoglutaric acid",21849
"3734","180205_Smp_L1C32DCMless20m_A","2-Ketoglutaric acid",21995
"3735","180205_Smp_L1C32DCMless20m_B","2-Ketoglutaric acid",29987
"3736","180205_Smp_L1C32DCMless20m_C","2-Ketoglutaric acid",43665
"3737","180205_Smp_L1C33DCM_A","2-Ketoglutaric acid",31782
"3738","180205_Smp_L1C33DCM_B","2-Ketoglutaric acid",31689
"3739","180205_Smp_L1C33DCM_C","2-Ketoglutaric acid",35402
"3740","180205_Smp_L1C33DCMplus10m_A","2-Ketoglutaric acid",129094
"3741","180205_Smp_L1C33DCMplus10m_B","2-Ketoglutaric acid",5805
"3742","180205_Smp_L1C33DCMplus10m_C","2-Ketoglutaric acid",34239
"3743","180205_Smp_L1C33DCMplus20m_A","2-Ketoglutaric acid",47795
"3744","180205_Smp_L1C33DCMplus20m_B","2-Ketoglutaric acid",62730
"3745","180205_Smp_L1C33DCMplus20m_C","2-Ketoglutaric acid",39478
"3746","180205_Smp_L2C1DCMless10m_A","2-Ketoglutaric acid",32717
"3747","180205_Smp_L2C1DCMless10m_B","2-Ketoglutaric acid",57176
"3748","180205_Smp_L2C1DCMless10m_C","2-Ketoglutaric acid",23461
"3749","180205_Smp_L2C1DCMless20m_A","2-Ketoglutaric acid",127074
"3750","180205_Smp_L2C1DCMless20m_B","2-Ketoglutaric acid",41753
"3751","180205_Smp_L2C1DCMless20m_C","2-Ketoglutaric acid",32042
"3752","180205_Smp_L2C2DCM_A","2-Ketoglutaric acid",24847
"3753","180205_Smp_L2C2DCM_B","2-Ketoglutaric acid",29604
"3754","180205_Smp_L2C2DCM_C","2-Ketoglutaric acid",53789
"3755","180205_Smp_L2C2DCMplus10m_A","2-Ketoglutaric acid",72095
"3756","180205_Smp_L2C2DCMplus10m_B","2-Ketoglutaric acid",51627
"3757","180205_Smp_L2C2DCMplus10m_C","2-Ketoglutaric acid",25112
"3758","180205_Smp_L2C2DCMplus20m_A","2-Ketoglutaric acid",44373
"3759","180205_Smp_L2C2DCMplus20m_B","2-Ketoglutaric acid",25627
"3760","180205_Smp_L2C2DCMplus20m_C","2-Ketoglutaric acid",46367
"3761","180205_Poo_Sept29QC_1","Lipoic acid",36815
"3762","180205_Poo_Sept29QC_2","Lipoic acid",23743
"3763","180205_Poo_Sept29QC_3","Lipoic acid",34118
"3764","180205_Poo_Sept29QC_4","Lipoic acid",91854
"3765","180205_Poo_TruePoo_Full1","Lipoic acid",52174
"3766","180205_Poo_TruePoo_Full2","Lipoic acid",19891
"3767","180205_Poo_TruePoo_Full3","Lipoic acid",44751
"3768","180205_Poo_TruePoo_Half1","Lipoic acid",51243
"3769","180205_Poo_TruePoo_Half2","Lipoic acid",56385
"3770","180205_Poo_TruePoo_Half3","Lipoic acid",46688
"3771","180205_Smp_L1C32DCMless10m_A","Lipoic acid",NA
"3772","180205_Smp_L1C32DCMless10m_B","Lipoic acid",NA
"3773","180205_Smp_L1C32DCMless10m_C","Lipoic acid",54061
"3774","180205_Smp_L1C32DCMless20m_A","Lipoic acid",29429
"3775","180205_Smp_L1C32DCMless20m_B","Lipoic acid",NA
"3776","180205_Smp_L1C32DCMless20m_C","Lipoic acid",NA
"3777","180205_Smp_L1C33DCM_A","Lipoic acid",57343
"3778","180205_Smp_L1C33DCM_B","Lipoic acid",30508
"3779","180205_Smp_L1C33DCM_C","Lipoic acid",NA
"3780","180205_Smp_L1C33DCMplus10m_A","Lipoic acid",80510
"3781","180205_Smp_L1C33DCMplus10m_B","Lipoic acid",54170
"3782","180205_Smp_L1C33DCMplus10m_C","Lipoic acid",35596
"3783","180205_Smp_L1C33DCMplus20m_A","Lipoic acid",32500
"3784","180205_Smp_L1C33DCMplus20m_B","Lipoic acid",46276
"3785","180205_Smp_L1C33DCMplus20m_C","Lipoic acid",NA
"3786","180205_Smp_L2C1DCMless10m_A","Lipoic acid",62776
"3787","180205_Smp_L2C1DCMless10m_B","Lipoic acid",52680
"3788","180205_Smp_L2C1DCMless10m_C","Lipoic acid",NA
"3789","180205_Smp_L2C1DCMless20m_A","Lipoic acid",21446
"3790","180205_Smp_L2C1DCMless20m_B","Lipoic acid",46425
"3791","180205_Smp_L2C1DCMless20m_C","Lipoic acid",22350
"3792","180205_Smp_L2C2DCM_A","Lipoic acid",28159
"3793","180205_Smp_L2C2DCM_B","Lipoic acid",5890
"3794","180205_Smp_L2C2DCM_C","Lipoic acid",7685
"3795","180205_Smp_L2C2DCMplus10m_A","Lipoic acid",65724
"3796","180205_Smp_L2C2DCMplus10m_B","Lipoic acid",48218
"3797","180205_Smp_L2C2DCMplus10m_C","Lipoic acid",76962
"3798","180205_Smp_L2C2DCMplus20m_A","Lipoic acid",42463
"3799","180205_Smp_L2C2DCMplus20m_B","Lipoic acid",2896
"3800","180205_Smp_L2C2DCMplus20m_C","Lipoic acid",6925
"3801","180205_Poo_Sept29QC_1","L-Pyroglutamic acid ",625453
"3802","180205_Poo_Sept29QC_2","L-Pyroglutamic acid ",284290
"3803","180205_Poo_Sept29QC_3","L-Pyroglutamic acid ",377507
"3804","180205_Poo_Sept29QC_4","L-Pyroglutamic acid ",354600
"3805","180205_Poo_TruePoo_Full1","L-Pyroglutamic acid ",825872
"3806","180205_Poo_TruePoo_Full2","L-Pyroglutamic acid ",454035
"3807","180205_Poo_TruePoo_Full3","L-Pyroglutamic acid ",843044
"3808","180205_Poo_TruePoo_Half1","L-Pyroglutamic acid ",482679
"3809","180205_Poo_TruePoo_Half2","L-Pyroglutamic acid ",311650
"3810","180205_Poo_TruePoo_Half3","L-Pyroglutamic acid ",426072
"3811","180205_Smp_L1C32DCMless10m_A","L-Pyroglutamic acid ",695845
"3812","180205_Smp_L1C32DCMless10m_B","L-Pyroglutamic acid ",613421
"3813","180205_Smp_L1C32DCMless10m_C","L-Pyroglutamic acid ",884778
"3814","180205_Smp_L1C32DCMless20m_A","L-Pyroglutamic acid ",521717
"3815","180205_Smp_L1C32DCMless20m_B","L-Pyroglutamic acid ",653689
"3816","180205_Smp_L1C32DCMless20m_C","L-Pyroglutamic acid ",1489062
"3817","180205_Smp_L1C33DCM_A","L-Pyroglutamic acid ",484069
"3818","180205_Smp_L1C33DCM_B","L-Pyroglutamic acid ",751586
"3819","180205_Smp_L1C33DCM_C","L-Pyroglutamic acid ",590928
"3820","180205_Smp_L1C33DCMplus10m_A","L-Pyroglutamic acid ",959280
"3821","180205_Smp_L1C33DCMplus10m_B","L-Pyroglutamic acid ",832153
"3822","180205_Smp_L1C33DCMplus10m_C","L-Pyroglutamic acid ",894858
"3823","180205_Smp_L1C33DCMplus20m_A","L-Pyroglutamic acid ",425260
"3824","180205_Smp_L1C33DCMplus20m_B","L-Pyroglutamic acid ",327195
"3825","180205_Smp_L1C33DCMplus20m_C","L-Pyroglutamic acid ",462010
"3826","180205_Smp_L2C1DCMless10m_A","L-Pyroglutamic acid ",345456
"3827","180205_Smp_L2C1DCMless10m_B","L-Pyroglutamic acid ",359370
"3828","180205_Smp_L2C1DCMless10m_C","L-Pyroglutamic acid ",569347
"3829","180205_Smp_L2C1DCMless20m_A","L-Pyroglutamic acid ",1024554
"3830","180205_Smp_L2C1DCMless20m_B","L-Pyroglutamic acid ",362216
"3831","180205_Smp_L2C1DCMless20m_C","L-Pyroglutamic acid ",333214
"3832","180205_Smp_L2C2DCM_A","L-Pyroglutamic acid ",395423
"3833","180205_Smp_L2C2DCM_B","L-Pyroglutamic acid ",591457
"3834","180205_Smp_L2C2DCM_C","L-Pyroglutamic acid ",535204
"3835","180205_Smp_L2C2DCMplus10m_A","L-Pyroglutamic acid ",503470
"3836","180205_Smp_L2C2DCMplus10m_B","L-Pyroglutamic acid ",363932
"3837","180205_Smp_L2C2DCMplus10m_C","L-Pyroglutamic acid ",460723
"3838","180205_Smp_L2C2DCMplus20m_A","L-Pyroglutamic acid ",789387
"3839","180205_Smp_L2C2DCMplus20m_B","L-Pyroglutamic acid ",286281
"3840","180205_Smp_L2C2DCMplus20m_C","L-Pyroglutamic acid ",392038
"3841","180205_Poo_Sept29QC_1","Malic acid",1172579
"3842","180205_Poo_Sept29QC_2","Malic acid",153902
"3843","180205_Poo_Sept29QC_3","Malic acid",164599
"3844","180205_Poo_Sept29QC_4","Malic acid",140612
"3845","180205_Poo_TruePoo_Full1","Malic acid",1002580
"3846","180205_Poo_TruePoo_Full2","Malic acid",159712
"3847","180205_Poo_TruePoo_Full3","Malic acid",195703
"3848","180205_Poo_TruePoo_Half1","Malic acid",664446
"3849","180205_Poo_TruePoo_Half2","Malic acid",138012
"3850","180205_Poo_TruePoo_Half3","Malic acid",148413
"3851","180205_Smp_L1C32DCMless10m_A","Malic acid",669944
"3852","180205_Smp_L1C32DCMless10m_B","Malic acid",256801
"3853","180205_Smp_L1C32DCMless10m_C","Malic acid",265956
"3854","180205_Smp_L1C32DCMless20m_A","Malic acid",314520
"3855","180205_Smp_L1C32DCMless20m_B","Malic acid",239517
"3856","180205_Smp_L1C32DCMless20m_C","Malic acid",376186
"3857","180205_Smp_L1C33DCM_A","Malic acid",256389
"3858","180205_Smp_L1C33DCM_B","Malic acid",216206
"3859","180205_Smp_L1C33DCM_C","Malic acid",201971
"3860","180205_Smp_L1C33DCMplus10m_A","Malic acid",883182
"3861","180205_Smp_L1C33DCMplus10m_B","Malic acid",254001
"3862","180205_Smp_L1C33DCMplus10m_C","Malic acid",276587
"3863","180205_Smp_L1C33DCMplus20m_A","Malic acid",178180
"3864","180205_Smp_L1C33DCMplus20m_B","Malic acid",154092
"3865","180205_Smp_L1C33DCMplus20m_C","Malic acid",165926
"3866","180205_Smp_L2C1DCMless10m_A","Malic acid",177478
"3867","180205_Smp_L2C1DCMless10m_B","Malic acid",234224
"3868","180205_Smp_L2C1DCMless10m_C","Malic acid",166945
"3869","180205_Smp_L2C1DCMless20m_A","Malic acid",956794
"3870","180205_Smp_L2C1DCMless20m_B","Malic acid",262921
"3871","180205_Smp_L2C1DCMless20m_C","Malic acid",155745
"3872","180205_Smp_L2C2DCM_A","Malic acid",177922
"3873","180205_Smp_L2C2DCM_B","Malic acid",196102
"3874","180205_Smp_L2C2DCM_C","Malic acid",189730
"3875","180205_Smp_L2C2DCMplus10m_A","Malic acid",558335
"3876","180205_Smp_L2C2DCMplus10m_B","Malic acid",136639
"3877","180205_Smp_L2C2DCMplus10m_C","Malic acid",209231
"3878","180205_Smp_L2C2DCMplus20m_A","Malic acid",622312
"3879","180205_Smp_L2C2DCMplus20m_B","Malic acid",177986
"3880","180205_Smp_L2C2DCMplus20m_C","Malic acid",138331
"3881","180205_Poo_Sept29QC_1","N-Acetyltaurine",41738
"3882","180205_Poo_Sept29QC_2","N-Acetyltaurine",9406
"3883","180205_Poo_Sept29QC_3","N-Acetyltaurine",NA
"3884","180205_Poo_Sept29QC_4","N-Acetyltaurine",46855
"3885","180205_Poo_TruePoo_Full1","N-Acetyltaurine",NA
"3886","180205_Poo_TruePoo_Full2","N-Acetyltaurine",NA
"3887","180205_Poo_TruePoo_Full3","N-Acetyltaurine",5304
"3888","180205_Poo_TruePoo_Half1","N-Acetyltaurine",5254
"3889","180205_Poo_TruePoo_Half2","N-Acetyltaurine",36032
"3890","180205_Poo_TruePoo_Half3","N-Acetyltaurine",9841
"3891","180205_Smp_L1C32DCMless10m_A","N-Acetyltaurine",6375
"3892","180205_Smp_L1C32DCMless10m_B","N-Acetyltaurine",NA
"3893","180205_Smp_L1C32DCMless10m_C","N-Acetyltaurine",NA
"3894","180205_Smp_L1C32DCMless20m_A","N-Acetyltaurine",5409
"3895","180205_Smp_L1C32DCMless20m_B","N-Acetyltaurine",31454
"3896","180205_Smp_L1C32DCMless20m_C","N-Acetyltaurine",7318
"3897","180205_Smp_L1C33DCM_A","N-Acetyltaurine",NA
"3898","180205_Smp_L1C33DCM_B","N-Acetyltaurine",NA
"3899","180205_Smp_L1C33DCM_C","N-Acetyltaurine",NA
"3900","180205_Smp_L1C33DCMplus10m_A","N-Acetyltaurine",8455
"3901","180205_Smp_L1C33DCMplus10m_B","N-Acetyltaurine",NA
"3902","180205_Smp_L1C33DCMplus10m_C","N-Acetyltaurine",44884
"3903","180205_Smp_L1C33DCMplus20m_A","N-Acetyltaurine",30347
"3904","180205_Smp_L1C33DCMplus20m_B","N-Acetyltaurine",35459
"3905","180205_Smp_L1C33DCMplus20m_C","N-Acetyltaurine",44218
"3906","180205_Smp_L2C1DCMless10m_A","N-Acetyltaurine",NA
"3907","180205_Smp_L2C1DCMless10m_B","N-Acetyltaurine",NA
"3908","180205_Smp_L2C1DCMless10m_C","N-Acetyltaurine",6514
"3909","180205_Smp_L2C1DCMless20m_A","N-Acetyltaurine",5636
"3910","180205_Smp_L2C1DCMless20m_B","N-Acetyltaurine",NA
"3911","180205_Smp_L2C1DCMless20m_C","N-Acetyltaurine",NA
"3912","180205_Smp_L2C2DCM_A","N-Acetyltaurine",NA
"3913","180205_Smp_L2C2DCM_B","N-Acetyltaurine",NA
"3914","180205_Smp_L2C2DCM_C","N-Acetyltaurine",9454
"3915","180205_Smp_L2C2DCMplus10m_A","N-Acetyltaurine",NA
"3916","180205_Smp_L2C2DCMplus10m_B","N-Acetyltaurine",77882
"3917","180205_Smp_L2C2DCMplus10m_C","N-Acetyltaurine",26472
"3918","180205_Smp_L2C2DCMplus20m_A","N-Acetyltaurine",NA
"3919","180205_Smp_L2C2DCMplus20m_B","N-Acetyltaurine",NA
"3920","180205_Smp_L2C2DCMplus20m_C","N-Acetyltaurine",7219
"3921","180205_Poo_Sept29QC_1","Orotic acid",69628
"3922","180205_Poo_Sept29QC_2","Orotic acid",46350
"3923","180205_Poo_Sept29QC_3","Orotic acid",28585
"3924","180205_Poo_Sept29QC_4","Orotic acid",116953
"3925","180205_Poo_TruePoo_Full1","Orotic acid",46072
"3926","180205_Poo_TruePoo_Full2","Orotic acid",39276
"3927","180205_Poo_TruePoo_Full3","Orotic acid",5869
"3928","180205_Poo_TruePoo_Half1","Orotic acid",56501
"3929","180205_Poo_TruePoo_Half2","Orotic acid",52073
"3930","180205_Poo_TruePoo_Half3","Orotic acid",NA
"3931","180205_Smp_L1C32DCMless10m_A","Orotic acid",33095
"3932","180205_Smp_L1C32DCMless10m_B","Orotic acid",45531
"3933","180205_Smp_L1C32DCMless10m_C","Orotic acid",53964
"3934","180205_Smp_L1C32DCMless20m_A","Orotic acid",36667
"3935","180205_Smp_L1C32DCMless20m_B","Orotic acid",6482
"3936","180205_Smp_L1C32DCMless20m_C","Orotic acid",40837
"3937","180205_Smp_L1C33DCM_A","Orotic acid",77830
"3938","180205_Smp_L1C33DCM_B","Orotic acid",55483
"3939","180205_Smp_L1C33DCM_C","Orotic acid",NA
"3940","180205_Smp_L1C33DCMplus10m_A","Orotic acid",43033
"3941","180205_Smp_L1C33DCMplus10m_B","Orotic acid",25618
"3942","180205_Smp_L1C33DCMplus10m_C","Orotic acid",43699
"3943","180205_Smp_L1C33DCMplus20m_A","Orotic acid",36183
"3944","180205_Smp_L1C33DCMplus20m_B","Orotic acid",41202
"3945","180205_Smp_L1C33DCMplus20m_C","Orotic acid",NA
"3946","180205_Smp_L2C1DCMless10m_A","Orotic acid",26737
"3947","180205_Smp_L2C1DCMless10m_B","Orotic acid",26039
"3948","180205_Smp_L2C1DCMless10m_C","Orotic acid",NA
"3949","180205_Smp_L2C1DCMless20m_A","Orotic acid",28265
"3950","180205_Smp_L2C1DCMless20m_B","Orotic acid",46452
"3951","180205_Smp_L2C1DCMless20m_C","Orotic acid",34473
"3952","180205_Smp_L2C2DCM_A","Orotic acid",56395
"3953","180205_Smp_L2C2DCM_B","Orotic acid",NA
"3954","180205_Smp_L2C2DCM_C","Orotic acid",NA
"3955","180205_Smp_L2C2DCMplus10m_A","Orotic acid",37419
"3956","180205_Smp_L2C2DCMplus10m_B","Orotic acid",54223
"3957","180205_Smp_L2C2DCMplus10m_C","Orotic acid",37521
"3958","180205_Smp_L2C2DCMplus20m_A","Orotic acid",21583
"3959","180205_Smp_L2C2DCMplus20m_B","Orotic acid",3407
"3960","180205_Smp_L2C2DCMplus20m_C","Orotic acid",NA
"3961","180205_Poo_Sept29QC_1","Oxalic acid",875924
"3962","180205_Poo_Sept29QC_2","Oxalic acid",80916
"3963","180205_Poo_Sept29QC_3","Oxalic acid",89630
"3964","180205_Poo_Sept29QC_4","Oxalic acid",112527
"3965","180205_Poo_TruePoo_Full1","Oxalic acid",1319006
"3966","180205_Poo_TruePoo_Full2","Oxalic acid",90926
"3967","180205_Poo_TruePoo_Full3","Oxalic acid",129302
"3968","180205_Poo_TruePoo_Half1","Oxalic acid",1175566
"3969","180205_Poo_TruePoo_Half2","Oxalic acid",71087
"3970","180205_Poo_TruePoo_Half3","Oxalic acid",95700
"3971","180205_Smp_L1C32DCMless10m_A","Oxalic acid",915117
"3972","180205_Smp_L1C32DCMless10m_B","Oxalic acid",85764
"3973","180205_Smp_L1C32DCMless10m_C","Oxalic acid",99413
"3974","180205_Smp_L1C32DCMless20m_A","Oxalic acid",181715
"3975","180205_Smp_L1C32DCMless20m_B","Oxalic acid",127408
"3976","180205_Smp_L1C32DCMless20m_C","Oxalic acid",121671
"3977","180205_Smp_L1C33DCM_A","Oxalic acid",90590
"3978","180205_Smp_L1C33DCM_B","Oxalic acid",106717
"3979","180205_Smp_L1C33DCM_C","Oxalic acid",114481
"3980","180205_Smp_L1C33DCMplus10m_A","Oxalic acid",1065969
"3981","180205_Smp_L1C33DCMplus10m_B","Oxalic acid",96277
"3982","180205_Smp_L1C33DCMplus10m_C","Oxalic acid",97708
"3983","180205_Smp_L1C33DCMplus20m_A","Oxalic acid",77503
"3984","180205_Smp_L1C33DCMplus20m_B","Oxalic acid",76323
"3985","180205_Smp_L1C33DCMplus20m_C","Oxalic acid",102087
"3986","180205_Smp_L2C1DCMless10m_A","Oxalic acid",97939
"3987","180205_Smp_L2C1DCMless10m_B","Oxalic acid",150764
"3988","180205_Smp_L2C1DCMless10m_C","Oxalic acid",88326
"3989","180205_Smp_L2C1DCMless20m_A","Oxalic acid",1415381
"3990","180205_Smp_L2C1DCMless20m_B","Oxalic acid",88436
"3991","180205_Smp_L2C1DCMless20m_C","Oxalic acid",85361
"3992","180205_Smp_L2C2DCM_A","Oxalic acid",117137
"3993","180205_Smp_L2C2DCM_B","Oxalic acid",125020
"3994","180205_Smp_L2C2DCM_C","Oxalic acid",105507
"3995","180205_Smp_L2C2DCMplus10m_A","Oxalic acid",1409400
"3996","180205_Smp_L2C2DCMplus10m_B","Oxalic acid",150491
"3997","180205_Smp_L2C2DCMplus10m_C","Oxalic acid",142771
"3998","180205_Smp_L2C2DCMplus20m_A","Oxalic acid",333517
"3999","180205_Smp_L2C2DCMplus20m_B","Oxalic acid",138846
"4000","180205_Smp_L2C2DCMplus20m_C","Oxalic acid",144594
"4001","180205_Poo_Sept29QC_1","Salicylic acid",104357
"4002","180205_Poo_Sept29QC_2","Salicylic acid",106962
"4003","180205_Poo_Sept29QC_3","Salicylic acid",114881
"4004","180205_Poo_Sept29QC_4","Salicylic acid",113097
"4005","180205_Poo_TruePoo_Full1","Salicylic acid",82887
"4006","180205_Poo_TruePoo_Full2","Salicylic acid",105775
"4007","180205_Poo_TruePoo_Full3","Salicylic acid",93521
"4008","180205_Poo_TruePoo_Half1","Salicylic acid",74903
"4009","180205_Poo_TruePoo_Half2","Salicylic acid",59334
"4010","180205_Poo_TruePoo_Half3","Salicylic acid",34194
"4011","180205_Smp_L1C32DCMless10m_A","Salicylic acid",72426
"4012","180205_Smp_L1C32DCMless10m_B","Salicylic acid",86988
"4013","180205_Smp_L1C32DCMless10m_C","Salicylic acid",107476
"4014","180205_Smp_L1C32DCMless20m_A","Salicylic acid",91381
"4015","180205_Smp_L1C32DCMless20m_B","Salicylic acid",40045
"4016","180205_Smp_L1C32DCMless20m_C","Salicylic acid",65266
"4017","180205_Smp_L1C33DCM_A","Salicylic acid",115034
"4018","180205_Smp_L1C33DCM_B","Salicylic acid",54483
"4019","180205_Smp_L1C33DCM_C","Salicylic acid",45628
"4020","180205_Smp_L1C33DCMplus10m_A","Salicylic acid",83526
"4021","180205_Smp_L1C33DCMplus10m_B","Salicylic acid",91734
"4022","180205_Smp_L1C33DCMplus10m_C","Salicylic acid",134076
"4023","180205_Smp_L1C33DCMplus20m_A","Salicylic acid",69754
"4024","180205_Smp_L1C33DCMplus20m_B","Salicylic acid",86256
"4025","180205_Smp_L1C33DCMplus20m_C","Salicylic acid",50579
"4026","180205_Smp_L2C1DCMless10m_A","Salicylic acid",71116
"4027","180205_Smp_L2C1DCMless10m_B","Salicylic acid",51360
"4028","180205_Smp_L2C1DCMless10m_C","Salicylic acid",58254
"4029","180205_Smp_L2C1DCMless20m_A","Salicylic acid",322168
"4030","180205_Smp_L2C1DCMless20m_B","Salicylic acid",108291
"4031","180205_Smp_L2C1DCMless20m_C","Salicylic acid",39476
"4032","180205_Smp_L2C2DCM_A","Salicylic acid",74389
"4033","180205_Smp_L2C2DCM_B","Salicylic acid",134531
"4034","180205_Smp_L2C2DCM_C","Salicylic acid",62427
"4035","180205_Smp_L2C2DCMplus10m_A","Salicylic acid",82167
"4036","180205_Smp_L2C2DCMplus10m_B","Salicylic acid",35626
"4037","180205_Smp_L2C2DCMplus10m_C","Salicylic acid",62579
"4038","180205_Smp_L2C2DCMplus20m_A","Salicylic acid",142016
"4039","180205_Smp_L2C2DCMplus20m_B","Salicylic acid",66312
"4040","180205_Smp_L2C2DCMplus20m_C","Salicylic acid",90158
"4041","180205_Poo_Sept29QC_1","Shikimic acid",123150
"4042","180205_Poo_Sept29QC_2","Shikimic acid",126959
"4043","180205_Poo_Sept29QC_3","Shikimic acid",32852
"4044","180205_Poo_Sept29QC_4","Shikimic acid",143728
"4045","180205_Poo_TruePoo_Full1","Shikimic acid",35873
"4046","180205_Poo_TruePoo_Full2","Shikimic acid",173476
"4047","180205_Poo_TruePoo_Full3","Shikimic acid",30855
"4048","180205_Poo_TruePoo_Half1","Shikimic acid",41781
"4049","180205_Poo_TruePoo_Half2","Shikimic acid",32450
"4050","180205_Poo_TruePoo_Half3","Shikimic acid",31428
"4051","180205_Smp_L1C32DCMless10m_A","Shikimic acid",14055
"4052","180205_Smp_L1C32DCMless10m_B","Shikimic acid",133978
"4053","180205_Smp_L1C32DCMless10m_C","Shikimic acid",35615
"4054","180205_Smp_L1C32DCMless20m_A","Shikimic acid",72134
"4055","180205_Smp_L1C32DCMless20m_B","Shikimic acid",167821
"4056","180205_Smp_L1C32DCMless20m_C","Shikimic acid",26818
"4057","180205_Smp_L1C33DCM_A","Shikimic acid",16492
"4058","180205_Smp_L1C33DCM_B","Shikimic acid",141109
"4059","180205_Smp_L1C33DCM_C","Shikimic acid",23765
"4060","180205_Smp_L1C33DCMplus10m_A","Shikimic acid",94145
"4061","180205_Smp_L1C33DCMplus10m_B","Shikimic acid",27587
